tenure_years,department,role_level,overtime_hours_monthly,absence_rate,leave_utilization_rate,months_since_promotion,salary_percentile_in_dept,job_satisfaction,attrited
1.12,Sales,2,8.9,0.0515,0.6583,34.9,27.7,4,0
3.79,Finance,1,6.8,0.0252,0.2831,11.0,28.5,4,0
12.23,Marketing,2,7.7,0.1212,0.1717,6.8,77.3,5,1
0.67,Sales,5,16.7,0.0412,0.731,40.9,65.0,3,1
4.16,Sales,2,4.3,0.0441,0.7089,12.4,88.8,5,0
9.19,Marketing,1,28.7,0.0331,0.7913,8.3,36.6,5,1
0.04,Marketing,1,9.1,0.0952,0.684,3.5,50.5,4,1
1.92,Operations,5,6.5,0.0404,0.9026,18.8,14.4,2,1
4.72,Marketing,5,4.2,0.0657,0.6614,28.9,85.3,4,0
7.96,Operations,1,4.5,0.072,0.5222,24.4,61.9,4,0
9.86,Sales,2,8.3,0.0576,0.6686,4.8,91.1,4,0
1.17,Sales,1,9.0,0.036,0.7712,1.0,63.2,4,0
0.25,Sales,2,6.3,0.007,0.8799,9.6,13.4,5,0
1.19,Engineering,1,2.5,0.0461,0.5694,0.8,56.3,2,0
2.83,Marketing,3,8.3,0.153,0.2446,30.2,94.9,2,1
0.93,Finance,4,4.6,0.0202,0.2294,22.2,16.8,4,1
1.5,Engineering,1,1.5,0.027,0.8019,0.9,32.8,5,0
4.97,Sales,2,12.7,0.0453,0.4151,8.0,64.6,2,0
0.06,Sales,1,1.8,0.0538,0.7628,46.7,57.0,1,1
6.22,HR,1,6.1,0.0973,0.3684,34.9,18.3,4,0
0.07,HR,1,7.5,0.0197,0.7626,5.8,16.1,4,0
3.35,Sales,1,19.3,0.0208,0.6936,7.1,14.7,4,1
0.21,Operations,5,1.6,0.0362,0.6317,4.8,53.6,2,0
1.12,Sales,1,13.7,0.0078,0.7865,4.4,91.2,3,0
2.04,Finance,4,15.2,0.0089,0.4789,18.9,50.2,3,0
7.61,HR,1,23.2,0.0325,0.8983,14.2,41.0,2,1
0.76,HR,2,17.2,0.0953,0.6612,27.3,20.9,4,1
13.6,Marketing,2,7.7,0.0304,0.8726,26.6,88.6,1,0
7.62,Operations,4,14.1,0.1073,0.3924,28.2,98.7,4,1
0.28,Engineering,1,19.9,0.0506,0.432,10.3,71.0,4,0
0.03,HR,1,1.2,0.0579,0.3515,22.7,51.6,5,0
0.59,Engineering,3,2.5,0.0014,0.4523,60.0,91.3,5,0
3.41,HR,3,9.7,0.0141,0.1934,30.6,52.5,3,1
20.0,Finance,3,15.1,0.0561,0.7315,16.9,34.5,3,1
1.24,HR,1,12.4,0.0455,0.4161,2.1,18.7,3,0
4.89,Sales,1,10.4,0.0532,0.6164,60.0,13.8,4,0
0.29,Sales,3,23.0,0.0511,0.8322,18.6,44.9,1,1
5.46,Sales,2,6.3,0.0572,0.7233,17.1,38.9,5,0
6.96,Sales,2,4.5,0.0854,0.602,4.7,20.7,4,0
7.76,HR,1,5.4,0.0465,0.5097,17.1,50.8,5,1
7.88,Marketing,1,9.9,0.0188,0.5781,6.5,72.9,4,0
5.76,Engineering,4,7.5,0.0114,0.8471,0.8,61.6,5,0
0.3,Engineering,3,15.7,0.0111,0.4922,60.0,77.3,5,0
2.88,Finance,1,4.7,0.0653,0.4788,9.7,80.9,3,0
1.53,Marketing,4,10.8,0.0786,0.7237,26.7,13.6,4,1
1.64,Sales,2,14.2,0.0541,0.4503,14.1,99.2,5,0
7.82,Sales,1,19.9,0.0145,0.6538,8.7,16.4,5,0
7.54,Finance,2,3.0,0.0699,0.5157,35.0,73.9,5,0
4.09,HR,3,5.3,0.1111,0.3827,15.2,56.9,4,0
0.88,Marketing,2,7.1,0.0729,0.8242,21.8,51.8,4,0
3.86,Engineering,2,2.2,0.0195,0.8237,4.7,90.2,4,0
1.01,Engineering,3,10.3,0.0266,0.5555,2.2,79.0,2,0
5.2,Finance,1,10.2,0.0252,0.6563,1.4,5.7,3,1
0.68,HR,4,9.6,0.0147,0.6583,28.9,62.7,2,1
4.14,Marketing,2,6.8,0.0405,0.6793,2.2,49.5,2,0
1.66,Finance,2,18.4,0.0343,0.8046,37.7,41.3,2,1
0.33,HR,3,5.4,0.0245,0.5249,7.4,3.4,3,0
4.83,Engineering,2,17.3,0.2212,0.6668,3.0,87.8,1,1
0.44,Engineering,2,5.3,0.0595,0.6871,13.2,32.7,5,0
14.96,Marketing,2,2.9,0.0842,0.4296,47.6,99.9,5,0
2.31,Sales,4,7.8,0.0195,0.6321,9.7,81.5,4,0
1.24,Finance,3,8.9,0.0492,0.2702,12.9,80.3,4,0
0.7,Marketing,3,11.0,0.0836,0.2578,24.5,59.2,5,1
2.55,Operations,1,0.8,0.037,0.5369,9.2,83.0,3,0
4.87,Sales,2,6.2,0.0243,0.4613,15.1,25.1,4,0
6.22,Engineering,2,27.3,0.0186,0.2714,41.1,59.3,4,1
3.08,Marketing,1,5.0,0.0188,0.7218,10.8,58.3,4,0
11.86,Marketing,3,15.2,0.0968,0.4483,31.3,43.1,5,1
5.43,Sales,1,45.7,0.0276,0.6179,19.0,56.7,2,1
0.62,Finance,1,30.6,0.1203,0.2867,32.4,75.6,5,1
11.33,Sales,1,3.3,0.0321,0.7216,28.1,18.7,1,0
1.41,Marketing,1,14.4,0.072,0.7505,2.4,97.6,4,0
11.9,Marketing,1,15.0,0.0302,0.6797,16.8,46.9,1,1
1.09,Sales,2,12.8,0.0326,0.2925,22.9,69.3,3,1
1.84,HR,2,2.8,0.0286,0.5607,19.8,90.7,4,0
4.01,HR,1,9.5,0.0555,0.8719,19.5,96.9,4,0
0.26,Engineering,1,9.5,0.0698,0.5225,9.1,58.7,3,0
9.22,Engineering,3,2.5,0.0054,0.6367,1.2,95.9,5,0
1.57,Operations,1,6.5,0.0207,0.4226,8.1,57.6,4,0
0.91,HR,2,9.8,0.0303,0.6587,12.2,25.5,1,1
0.21,Engineering,2,7.6,0.0404,0.5162,0.8,55.2,2,0
0.09,Engineering,2,13.5,0.0619,0.7856,7.6,11.8,5,0
0.1,HR,4,6.3,0.0206,0.5307,17.2,72.6,5,1
1.33,Operations,2,8.8,0.0093,0.9237,10.2,23.4,4,0
1.28,HR,5,15.9,0.0816,0.2771,4.5,41.5,4,0
3.57,Operations,4,25.2,0.0507,0.6891,18.1,37.7,4,1
8.02,HR,1,2.8,0.0967,0.706,29.0,23.6,4,1
4.1,Marketing,1,13.1,0.0698,0.0987,5.6,72.0,5,1
3.82,Marketing,1,5.6,0.0324,0.8308,8.9,31.9,3,0
1.94,Engineering,2,11.1,0.0281,0.5692,25.1,94.2,4,0
3.39,Engineering,2,2.6,0.0915,0.702,3.5,0.7,4,0
2.8,Operations,1,18.7,0.0733,0.7487,15.3,45.3,3,1
0.19,Operations,1,4.2,0.0455,0.7042,6.3,46.4,3,1
0.94,Engineering,2,16.1,0.05,0.5671,12.9,58.5,3,1
0.91,Finance,3,2.9,0.0046,0.3942,1.3,12.0,5,0
0.27,Operations,3,2.1,0.0224,0.6839,0.5,86.1,2,0
1.6,Operations,5,6.9,0.0504,0.5017,0.9,22.2,3,1
0.21,Sales,1,9.6,0.0517,0.2454,6.3,38.3,4,0
5.27,Marketing,2,32.5,0.0453,0.307,6.2,56.5,3,1
5.39,Finance,5,9.4,0.0644,0.4697,9.3,0.5,4,0
0.38,Operations,3,3.3,0.0597,0.2291,3.1,62.3,4,0
0.3,Engineering,2,14.4,0.0428,0.5349,1.2,20.3,4,1
10.95,Finance,2,20.8,0.0414,0.5226,7.2,76.0,3,0
1.1,Engineering,1,4.0,0.0371,0.7633,42.5,28.8,4,1
2.47,HR,4,15.7,0.0324,0.7887,13.7,60.1,1,0
2.15,Engineering,2,19.1,0.0711,0.7052,16.6,50.0,4,0
4.46,HR,2,14.6,0.0331,0.4955,8.7,88.1,4,0
3.63,Marketing,2,4.8,0.0216,0.9078,60.0,35.6,5,1
8.01,Finance,2,9.7,0.0247,0.3587,12.5,50.2,4,0
0.66,Sales,1,11.0,0.019,0.7182,2.2,53.5,4,0
3.61,HR,3,18.3,0.0536,0.3273,25.1,11.1,4,0
1.5,HR,2,5.0,0.0299,0.5015,12.2,54.3,2,0
2.5,Marketing,1,16.0,0.0452,0.8472,0.3,48.9,3,0
14.51,Sales,2,7.4,0.0983,0.776,32.3,17.1,4,1
1.89,Engineering,4,6.2,0.0573,0.6539,24.9,62.2,4,1
4.13,Finance,2,8.6,0.0525,0.4346,8.6,51.1,2,0
2.24,Marketing,2,0.6,0.0147,0.4115,10.0,14.1,4,0
0.69,HR,2,1.0,0.0436,0.6848,12.6,62.8,3,0
0.07,Sales,3,1.3,0.0029,0.7617,25.3,47.0,2,0
5.46,Engineering,3,11.4,0.0746,0.5431,7.9,90.5,3,0
0.33,Operations,4,6.8,0.0069,0.5582,20.0,53.9,2,0
0.69,Marketing,1,4.8,0.0096,0.5203,8.9,24.4,3,0
3.2,Engineering,4,8.0,0.0391,0.7933,27.9,74.1,4,0
1.31,Engineering,4,16.2,0.0453,0.5542,0.7,42.4,3,1
2.14,Engineering,2,7.7,0.0654,0.6523,15.6,83.5,5,0
2.19,HR,2,3.2,0.0777,0.7564,6.2,45.0,4,0
0.08,Marketing,1,35.9,0.0074,0.6592,14.7,21.1,3,1
7.72,Engineering,2,8.3,0.0381,0.7357,26.8,49.8,5,0
14.2,Marketing,1,19.2,0.0352,0.776,47.4,10.3,3,1
2.4,Engineering,1,14.7,0.1115,0.7498,18.8,39.4,4,1
1.45,Marketing,5,5.9,0.0454,0.6319,29.1,56.6,3,1
7.95,Sales,1,25.0,0.0353,0.5332,1.1,61.7,5,0
1.88,Operations,2,5.1,0.0486,0.8468,22.9,37.6,3,1
3.41,HR,1,11.3,0.0056,0.6137,55.4,15.6,1,1
7.24,Sales,2,10.2,0.0798,0.5081,24.9,32.0,3,1
1.51,Sales,2,10.9,0.1114,0.5915,30.5,50.9,3,1
6.74,Marketing,1,22.2,0.0803,0.7682,4.4,54.6,3,1
4.0,HR,2,8.5,0.0165,0.7218,22.4,84.1,4,0
3.59,HR,5,9.7,0.0636,0.6956,9.7,5.3,4,0
6.18,Marketing,2,10.1,0.0897,0.745,20.5,53.6,2,1
0.05,Finance,5,31.6,0.078,0.6412,14.0,18.5,1,1
1.31,Finance,3,18.2,0.0187,0.7926,11.8,88.3,2,0
0.79,HR,2,2.0,0.0355,0.74,8.9,68.6,3,1
1.15,Engineering,1,5.3,0.0231,0.4599,48.1,27.1,4,0
1.48,Engineering,1,8.9,0.0423,0.9184,30.8,58.1,3,1
0.9,Engineering,4,21.9,0.0432,0.5984,30.0,86.6,5,0
2.09,Finance,2,23.3,0.0274,0.4573,28.6,14.6,4,1
1.24,Finance,2,8.1,0.0174,0.8656,6.8,31.7,4,0
1.96,Marketing,3,5.1,0.0521,0.7228,0.9,47.8,5,0
2.28,Operations,1,7.2,0.0059,0.5186,13.4,24.9,4,0
0.95,Sales,3,9.2,0.0781,0.525,5.5,13.3,4,0
3.4,Operations,1,6.9,0.094,0.6217,34.3,19.1,4,0
4.12,Operations,4,19.5,0.0744,0.8788,18.2,33.2,4,1
5.45,Finance,1,6.3,0.0518,0.7108,6.5,76.0,5,0
0.8,Finance,1,4.0,0.0402,0.8083,30.4,98.3,4,0
3.47,Sales,3,7.1,0.0487,0.6939,46.8,21.5,5,1
4.8,Sales,1,10.6,0.0491,0.3331,60.0,81.3,3,1
0.17,Engineering,4,19.8,0.0379,0.508,2.3,44.6,2,1
2.0,Finance,3,3.8,0.0398,0.5217,0.7,11.7,5,0
3.33,HR,1,10.6,0.0977,0.5505,6.1,59.8,2,0
1.04,Sales,1,10.9,0.1281,0.3821,19.5,39.1,5,1
6.43,Engineering,4,12.4,0.017,0.4838,22.3,30.7,5,0
4.53,Engineering,2,6.3,0.0168,0.6819,7.9,37.1,3,1
0.66,Finance,4,12.2,0.0768,0.7795,22.2,51.2,5,0
2.09,Marketing,1,14.4,0.0222,0.145,27.8,49.9,5,0
11.74,Finance,4,6.3,0.0232,0.9756,34.2,39.6,3,1
2.79,Engineering,2,9.7,0.0206,0.5253,1.3,10.8,5,0
4.98,Engineering,3,7.5,0.0618,0.4727,30.3,51.7,4,0
8.66,Engineering,2,4.5,0.0719,0.055,11.1,89.9,3,0
2.08,Marketing,1,2.6,0.0126,0.7541,3.6,39.6,3,0
0.34,Marketing,5,5.1,0.0471,0.4885,1.7,54.2,5,0
0.87,Sales,5,5.4,0.0263,0.4374,8.8,63.4,4,0
2.32,Engineering,2,2.6,0.0583,0.5539,3.3,42.9,4,1
2.05,Sales,4,11.7,0.0072,0.6267,18.5,79.5,4,0
2.84,Marketing,1,15.2,0.1289,0.5699,17.0,3.4,4,1
4.62,Engineering,1,7.3,0.053,0.4279,14.8,11.8,3,1
5.32,Marketing,1,8.2,0.0342,0.9513,0.5,2.7,5,0
3.73,HR,2,5.7,0.0695,0.2925,7.7,93.8,4,0
10.01,Engineering,1,7.8,0.0491,0.6552,4.6,9.7,5,0
12.65,Operations,2,12.3,0.0553,0.6004,12.0,81.0,4,0
4.57,Finance,1,10.6,0.0519,0.4179,18.0,9.5,2,1
6.81,Marketing,3,7.8,0.0436,0.4903,6.6,43.8,1,0
1.8,Engineering,3,5.4,0.0491,0.4018,12.0,54.4,4,0
0.5,HR,3,14.3,0.0129,0.7173,0.6,78.8,4,1
2.95,Finance,1,5.9,0.0457,0.4812,5.0,15.6,5,1
9.07,Finance,3,2.8,0.0518,0.3971,60.0,65.0,5,0
0.56,Engineering,1,9.3,0.0674,0.6247,28.6,86.8,3,0
1.53,Finance,3,1.6,0.0296,0.8673,25.0,94.9,5,0
3.49,Operations,2,10.3,0.0633,0.3028,9.3,98.3,5,0
2.01,Marketing,2,10.9,0.0051,0.7184,60.0,92.7,1,1
0.19,Sales,1,5.1,0.0326,0.6792,21.2,34.8,3,0
14.54,Operations,3,5.7,0.0628,0.6021,0.1,19.7,4,1
2.72,Marketing,4,15.7,0.0336,0.7293,0.6,42.2,1,0
1.02,Engineering,3,29.6,0.008,0.6927,7.9,21.3,3,1
1.74,Engineering,5,8.5,0.023,0.4354,0.2,92.8,4,0
0.1,Operations,4,5.2,0.037,0.4288,18.0,46.0,5,0
2.82,Sales,1,11.0,0.0619,0.8538,0.9,31.0,5,1
5.76,Engineering,3,7.6,0.0226,0.4842,47.7,92.0,1,0
2.82,HR,1,10.4,0.0298,0.5064,11.3,29.9,4,0
5.2,Finance,2,9.3,0.028,0.8122,3.7,49.7,2,0
2.36,Finance,1,9.5,0.0414,0.9389,37.3,45.9,5,0
5.1,Finance,5,1.1,0.0289,0.2328,8.7,83.8,4,0
2.47,Operations,3,5.7,0.0054,0.2802,1.9,48.5,2,0
3.58,Marketing,1,5.2,0.0044,0.6845,12.0,35.2,5,0
6.73,Engineering,2,5.2,0.0216,0.7292,4.6,12.4,2,1
15.37,Engineering,2,12.9,0.0442,0.8782,34.7,53.9,2,0
1.88,Engineering,3,3.0,0.102,0.6487,0.6,66.6,1,0
12.06,HR,4,1.1,0.0675,0.6757,38.4,25.9,3,0
0.39,HR,1,5.1,0.0798,0.2775,32.3,66.4,2,1
3.18,Operations,2,4.2,0.0111,0.4255,48.8,46.2,5,0
2.46,HR,2,8.6,0.0533,0.8495,9.7,4.4,4,0
3.02,Engineering,2,4.2,0.0389,0.556,5.2,4.4,4,0
6.46,Operations,2,6.7,0.0398,0.5585,2.7,5.9,3,0
1.73,Sales,1,6.0,0.0265,0.8219,3.2,41.5,3,0
14.71,Operations,1,19.1,0.0809,0.7978,14.1,82.0,3,0
2.78,Marketing,2,4.3,0.0759,0.5317,55.2,32.2,4,1
5.12,Operations,4,12.4,0.0133,0.5286,12.4,62.9,4,0
3.11,Marketing,1,7.8,0.0991,0.7152,10.6,84.5,3,1
2.58,Engineering,1,16.0,0.0687,0.7723,6.9,56.0,2,1
2.01,Finance,3,23.1,0.036,0.5403,39.8,92.4,3,1
0.09,HR,4,7.7,0.016,0.7615,7.8,30.6,4,0
13.75,Finance,2,1.7,0.0553,0.483,57.7,50.9,1,1
3.65,Marketing,1,3.1,0.0149,0.7178,17.2,54.5,4,0
9.66,Finance,3,2.4,0.0533,0.542,9.2,17.5,5,1
14.15,Sales,2,5.7,0.0787,0.3661,22.4,49.9,2,1
5.42,Operations,3,5.0,0.0028,0.7996,11.7,65.3,2,0
1.68,Finance,1,9.7,0.0478,0.5097,13.6,10.0,3,1
2.22,Operations,1,15.1,0.0054,0.8494,60.0,64.2,4,1
0.35,Sales,1,1.5,0.0025,0.2114,5.3,52.5,3,1
8.3,Operations,3,8.2,0.0373,0.6143,11.6,37.1,2,1
4.11,Sales,2,4.4,0.0229,0.6812,11.2,38.1,4,0
9.62,HR,1,8.4,0.0321,0.5926,53.4,85.6,4,0
8.48,Operations,2,5.7,0.0509,0.6709,0.3,96.3,4,0
0.14,HR,3,13.4,0.1311,0.6698,21.1,35.4,3,1
6.18,Sales,1,3.3,0.1028,0.4503,3.5,45.9,5,0
0.51,Operations,3,4.7,0.0386,0.6614,1.6,48.2,2,0
0.27,Operations,3,7.3,0.0269,0.7481,29.3,65.4,5,0
3.98,Sales,2,6.2,0.0284,0.8385,23.8,24.1,1,1
2.13,Sales,5,7.2,0.0135,0.7253,12.6,35.7,3,0
5.51,Sales,4,1.9,0.0457,0.527,33.8,14.0,2,0
11.45,Engineering,1,20.8,0.0787,0.6994,37.0,0.8,5,0
1.93,Finance,1,5.4,0.0598,0.8725,8.8,18.7,4,0
3.23,Sales,1,3.5,0.0319,0.4796,10.2,4.5,4,0
0.01,Operations,1,7.4,0.0288,0.7316,12.3,24.2,5,1
0.81,Sales,2,8.3,0.0382,0.522,5.1,36.0,2,0
3.92,Finance,4,26.9,0.0485,0.5485,8.8,6.4,3,1
0.04,Finance,4,16.8,0.0559,0.6529,1.2,96.0,1,0
3.67,Finance,1,6.1,0.044,0.4287,11.0,13.5,3,0
3.47,Engineering,2,23.9,0.0314,0.9737,1.0,85.6,1,1
0.34,HR,1,20.8,0.0427,0.7274,13.8,71.4,2,1
9.1,Finance,2,3.5,0.1171,0.6397,32.8,76.9,2,0
5.08,HR,1,31.1,0.1357,0.5868,9.7,22.2,4,1
8.39,Operations,4,5.4,0.0372,0.8201,2.6,93.9,3,0
0.58,Finance,4,9.0,0.022,0.5306,6.0,23.0,1,1
4.91,HR,1,18.7,0.033,0.6064,34.1,2.2,4,1
1.47,Engineering,3,1.5,0.0873,0.5566,25.3,15.4,2,0
10.66,Sales,2,7.2,0.0459,0.2621,1.2,35.0,2,1
2.33,HR,3,10.0,0.0157,0.6362,33.0,8.1,4,0
3.37,HR,2,16.4,0.0575,0.6525,6.1,81.2,5,0
1.14,Operations,1,8.0,0.0887,0.692,5.1,56.1,5,0
2.25,Marketing,2,1.5,0.0521,0.599,13.1,92.7,5,0
4.88,Engineering,1,26.8,0.0196,0.2073,43.3,58.7,4,1
3.72,Finance,2,8.2,0.049,0.3541,14.9,6.4,3,0
0.05,HR,1,10.3,0.0324,0.6972,7.7,53.6,4,1
0.13,Engineering,3,2.1,0.032,0.5632,52.8,7.9,4,1
2.14,Finance,3,20.2,0.0253,0.7121,7.5,93.9,2,1
5.27,Finance,1,5.5,0.0059,0.7867,30.7,65.7,5,0
3.27,Engineering,2,4.4,0.0424,0.7175,2.9,34.8,5,0
0.7,HR,3,17.3,0.0294,0.2566,5.4,60.9,4,0
5.68,Marketing,1,2.4,0.0437,0.9111,16.6,75.2,3,0
11.8,Sales,2,10.4,0.0551,0.5441,5.6,94.0,4,0
1.44,HR,3,4.3,0.069,0.9559,23.4,62.7,5,0
2.28,Engineering,2,11.3,0.0083,0.3256,17.5,67.5,3,0
2.06,Sales,3,13.5,0.0152,0.5397,1.3,40.1,1,1
1.22,Operations,2,5.3,0.026,0.6995,45.8,22.5,4,1
1.49,Finance,2,19.4,0.0742,0.5855,20.6,35.2,3,1
1.25,Sales,1,8.2,0.0903,0.759,15.2,66.2,3,1
0.71,HR,1,27.1,0.0339,0.8882,60.0,87.2,3,1
0.21,Sales,1,17.4,0.0436,0.811,60.0,66.5,4,0
1.18,HR,4,8.9,0.0064,0.2513,8.5,95.6,2,0
7.6,Engineering,4,8.8,0.0691,0.2094,19.3,67.2,3,1
1.36,Finance,3,2.6,0.0379,0.3572,7.4,62.9,3,0
0.94,Finance,1,17.2,0.0171,0.7666,8.9,1.3,2,1
5.44,Finance,2,4.9,0.0288,0.7396,0.6,61.0,1,1
1.81,HR,3,9.6,0.0122,0.3652,34.5,7.3,2,1
5.01,Sales,3,26.9,0.0581,0.3233,6.1,52.2,1,1
4.07,Sales,1,19.2,0.0299,0.7236,26.3,58.6,1,1
4.07,Sales,4,3.7,0.0525,0.4388,9.4,64.6,4,0
1.27,HR,1,8.2,0.106,0.6121,17.2,87.1,5,1
2.99,HR,1,10.3,0.0214,0.7337,13.8,47.3,3,0
10.16,Marketing,4,20.8,0.0067,0.8898,14.9,48.1,5,0
4.75,Engineering,2,18.7,0.0087,0.2303,30.0,54.9,3,1
4.28,Sales,2,12.3,0.0351,0.3026,13.4,33.5,4,1
2.12,Operations,2,11.5,0.0767,0.7077,3.6,27.2,3,0
4.08,Operations,5,8.1,0.0594,0.1265,23.8,10.7,5,1
2.57,Operations,1,10.1,0.0292,0.6285,42.9,84.0,4,0
0.63,Sales,3,6.7,0.0238,0.7257,13.6,4.2,4,0
1.24,Engineering,1,14.4,0.0109,0.9216,10.7,98.1,3,0
0.6,Sales,1,11.9,0.0217,0.4417,52.0,28.9,5,1
3.83,Engineering,2,16.8,0.1042,0.8228,38.7,70.2,5,1
0.35,Operations,2,16.5,0.0464,0.7115,1.3,73.1,3,1
0.32,Operations,1,4.9,0.0528,0.4466,4.5,39.7,2,1
0.76,Marketing,2,0.8,0.0917,0.5706,18.3,41.1,5,0
1.67,Marketing,2,4.6,0.0229,0.9181,16.1,59.8,4,0
0.62,HR,2,10.1,0.0307,0.6421,1.3,6.9,1,1
4.59,HR,3,6.7,0.0391,0.6516,2.6,2.2,2,1
2.71,Operations,3,6.5,0.0279,0.7163,1.1,72.2,4,0
17.9,Marketing,2,4.4,0.0309,0.4412,24.5,51.9,5,0
11.95,Finance,2,11.1,0.0653,0.6206,2.6,99.8,1,0
2.51,Operations,2,1.6,0.0061,0.6182,52.4,29.9,2,1
2.23,HR,2,12.3,0.0127,0.4871,10.0,37.3,2,0
0.42,HR,1,12.4,0.0148,0.365,36.4,63.5,5,0
5.77,Operations,1,16.6,0.0547,0.5291,60.0,68.7,5,1
12.34,HR,1,48.6,0.0279,0.5197,35.7,38.6,4,1
2.31,Marketing,2,0.7,0.0202,0.6825,4.4,12.2,3,1
5.53,HR,5,12.0,0.0719,0.6973,20.2,6.8,4,0
0.07,Sales,2,13.7,0.0118,0.6294,9.3,0.2,4,1
20.0,Sales,2,4.6,0.1113,0.723,5.0,37.0,5,0
0.37,Finance,2,7.1,0.0412,0.6462,44.2,27.9,4,0
5.29,HR,3,5.6,0.0279,0.5258,4.2,2.2,4,0
0.19,HR,2,12.6,0.007,0.4113,17.9,65.9,5,0
1.2,Marketing,2,17.8,0.032,0.7816,31.2,35.5,2,1
1.4,Engineering,3,2.9,0.0131,0.7135,1.5,54.5,4,0
3.7,Engineering,1,11.2,0.0682,0.7097,0.3,86.4,5,0
0.23,Operations,2,20.4,0.0492,0.4533,23.8,36.4,2,1
1.57,Finance,2,4.9,0.0837,0.8039,17.8,21.6,3,0
0.85,Finance,3,3.9,0.0156,0.6496,3.2,27.8,3,0
0.43,Engineering,5,3.5,0.0244,0.7182,7.9,4.0,5,0
5.9,Finance,3,4.1,0.0994,0.2656,9.4,22.5,4,1
1.68,HR,2,26.6,0.0206,0.5016,6.4,90.2,4,0
0.34,Finance,1,30.7,0.01,0.6108,19.2,12.6,4,1
2.01,Engineering,2,22.1,0.0284,0.837,5.3,33.0,3,1
0.69,Finance,3,6.6,0.0464,0.7181,60.0,12.9,2,1
0.0,Finance,4,22.7,0.0624,0.6208,51.3,5.9,1,1
0.39,Sales,3,3.4,0.0258,0.4309,3.2,37.9,3,0
4.18,Engineering,1,14.7,0.0579,0.3261,3.0,82.3,5,0
0.01,Operations,3,5.3,0.0487,0.9379,25.6,3.8,5,1
1.67,Marketing,4,3.0,0.024,0.3955,17.3,68.6,2,1
2.45,Finance,3,11.0,0.0147,0.66,39.3,5.0,3,0
1.05,Marketing,3,11.2,0.0869,0.6907,30.9,72.6,4,0
2.82,Marketing,2,12.0,0.0476,0.6935,18.1,96.5,4,0
6.4,Engineering,2,13.0,0.0929,0.1347,1.1,27.6,1,1
2.19,HR,1,10.6,0.0601,0.7863,11.2,45.8,1,1
2.06,Operations,1,7.6,0.0187,0.3805,15.8,54.8,4,0
0.53,Sales,3,8.8,0.0662,0.881,1.3,22.8,4,1
2.21,Operations,4,14.8,0.0089,0.5275,27.7,4.6,4,1
8.12,Engineering,4,10.3,0.1221,0.8039,42.4,6.8,3,1
2.04,Sales,1,5.8,0.0393,0.8195,24.5,37.0,3,1
2.55,HR,1,4.5,0.0464,0.4581,2.3,20.6,4,0
10.07,Finance,1,8.7,0.0079,0.4641,0.8,51.3,2,0
1.4,Sales,3,20.3,0.0634,0.9115,9.2,6.4,1,1
0.16,Sales,3,13.1,0.1105,0.7603,12.3,68.7,3,1
7.35,Finance,5,21.0,0.0434,0.6711,10.6,15.3,4,0
2.42,Sales,1,6.5,0.0719,0.3969,26.7,3.4,2,1
0.5,Operations,2,9.7,0.0055,0.7153,30.9,25.2,3,1
0.31,Operations,3,10.8,0.084,0.8312,10.2,68.5,3,0
2.34,Sales,1,15.3,0.0611,0.699,19.3,11.5,5,1
5.49,Finance,5,6.5,0.0178,0.7911,8.0,77.4,5,0
0.11,Sales,2,13.1,0.0137,0.714,12.1,62.6,4,1
0.25,HR,1,19.5,0.0293,0.9157,2.4,30.8,3,1
0.39,Marketing,1,8.0,0.067,0.5683,25.8,9.0,4,0
0.59,Sales,4,4.1,0.0279,0.4478,35.0,91.0,5,0
3.49,Engineering,2,20.0,0.0402,0.6013,46.3,23.3,4,0
0.2,Sales,3,13.9,0.0648,0.7156,12.2,63.3,1,1
6.68,Operations,3,2.3,0.0459,0.5205,54.2,69.1,3,1
8.81,Sales,2,8.1,0.0271,0.2984,12.3,53.2,2,0
17.49,HR,3,27.7,0.1363,0.4908,16.4,58.4,2,1
0.03,Finance,4,12.3,0.0753,0.755,12.4,29.6,4,1
0.76,Engineering,1,8.7,0.0823,0.8556,18.2,58.7,4,1
2.57,Sales,3,3.6,0.01,0.5697,27.6,82.4,3,0
0.24,Sales,1,3.6,0.0089,0.8576,45.6,77.7,3,0
14.4,Operations,1,14.7,0.0849,0.7297,7.4,22.3,3,1
11.75,Operations,2,3.9,0.0333,0.8116,29.2,78.3,5,0
2.39,Marketing,4,10.9,0.1154,0.5917,17.1,68.0,3,1
6.99,Sales,1,8.0,0.0398,0.565,7.3,43.6,2,0
7.25,Finance,2,10.4,0.0447,0.604,31.3,48.6,5,0
2.64,Finance,3,7.4,0.0337,0.7596,22.6,51.6,4,0
1.71,Operations,1,11.9,0.0525,0.3538,24.8,77.9,2,0
7.02,Engineering,3,16.5,0.0649,0.4653,12.3,61.2,4,0
2.09,Marketing,4,7.5,0.1809,0.5835,18.3,84.8,4,0
8.69,Sales,1,15.5,0.0369,0.6127,6.2,82.1,5,0
3.54,Finance,1,21.7,0.0376,0.6956,27.9,91.4,4,0
2.4,Operations,5,10.8,0.0067,0.6425,8.0,87.5,5,0
1.75,Engineering,1,14.4,0.0168,0.6635,5.1,2.1,4,0
1.2,Engineering,1,3.0,0.0109,0.8719,7.3,36.3,4,0
0.77,Marketing,5,7.7,0.0545,0.3823,20.6,37.4,5,0
